row id;Exact mass;m/z;rt;Metaboscape annotation;Putative annotation;Metaboanalyst name (#_mz_rt);VIP_class;VIP_zone_demospongiae;VIP_zone_Hexactinellida;CSI:FingerIDScore;molecularFormulaSIRIUS;nameSIRIUS;linksSIRIUS
297;857.77808;858.78536;7.42;Cer 29:1;;297_858.78536_7.42;;0.69005;0.36307;;;;
1557;961.81961;962.82688;6.91;Cer 30:3;;1557_962.82688_6.91;;0.27929;0.49062;;;;
594;1011.93075;1012.93803;463.1;Cer 37:3;;594_1012.93803_463.1;;;;;;;
2331;300.13855;301.14583;1249.58;Chlorcyclizine;;2331_301.14583_1249.58;;0.1469;0.034732;;;;
2567;300.14047;301.14774;1359.65;Chlorcyclizine;;2567_301.14774_1359.65;;1.7134;1.0455;;;;
2139;302.22487;303.23214;1084.02;Cis-5,8,11,14,17-Eicosapentaenoic acid;;2139_303.23214_1084.02;;;;-35.07811071;C20H30O2;Miraxion;HMDB:(1999).SuperNatural:(SN00382068 SN00011181 SN00361166).ZINC bio:(ZINC04474603 ZINC05447613 ZINC13507111 ZINC13507113).additional.MeSH:(446284).Plantcyc:(5Z8Z11Z14Z17Z-EICOSAPENTAENOATE).PubMed.NORMAN:(NS00010730).COCONUT:(CNP0076729 CNP0214199).KNApSAcK:(408).Natural Products:(UNPD187471 UNPD224384 UNPD116167).PubChem:(3209 446284 5282847 12054557 12133445 12497420 12497421 12978206 16129153 22486336 25245749 24778482 53394473 56846172 70198906 71311074 87262793 87271419 87271458 87450491 87450494 92264479 92449658 101408067 101408068 121225303 122651986 122651987 122652000 122652004 122652012 122652019 122652021 122652039 122652055 122652059 122652063 122652066 122652070 122652071 122652091 122652108 124102865 129850286).YMDB Mine.CHEBI:(92823 58562 28364).PubChem class - bio and metabolites.KEGG:(C06428).PubChem class - safety and toxic.Training Set.PubChem class - drug.Biocyc:(CPD-15526 5Z8Z11Z14Z17Z-EICOSAPENTAENOATE)
2337;590.4087;591.41598;1257.04;DescladinoseAzithromycin;;2337_591.41598_1257.04;;0.55466;0.39093;;;;
190;1059.7425;1060.74977;7.21;DGCC 26:7_32:9;;190_1060.74977_7.21;;0.40032;0.76586;;;;
267;1087.77391;1088.78119;7.36;DGCC 30:8_30:8;;267_1088.78119_7.36;;0.78702;0.3581;;;;
2153;795.59726;796.60454;1101.16;DGTS 19:2_20:5;;2153_796.60454_1101.16;;;;;;;
110;907.81607;908.82335;6.97;DGTS 21:0_25:0;;110_908.82335_6.97;;0.29229;0.11734;;;;
1661;187.08307;188.09035;71.79;Diethyl (aminomethylene)malonate;;1661_188.09035_71.79;;;;;;;
2416;200.06393;201.07121;1301.65;Ethyl (2-amino-4-methyl-1,3-thiazol-5-yl)acetate;;2416_201.07121_1301.65;;0.1712;2.0841;;;;
36;434.16782;435.17509;6.33;Flupentixol;;36_435.17509_6.33;;;;;;;
461;294.12023;295.12751;304.81;Glutamylphenylalanine (isomer of 1503);;461_295.12751_304.81;;;;;;;
2229;821.58369;822.59097;1166.78;Hex2Cer 17:0;;2229_822.59097_1166.78;;;;;;;
232;1155.76204;1156.76932;7.29;Hex3Cer 20:1;;232_1156.76932_7.29;;0.40209;0.084494;;;;
1244;647.45988;648.46716;1246.82;HexCer 16:1;;1244_648.46716_1246.82;;1.3216;0.60859;;;;
2157;803.64248;804.64975;1107.47;HexCer 17:0;;2157_804.64975_1107.47;;;;-780.344137;C52H85NO5;null;PubChem:(71456337)
2141;803.64172;804.649;1088.13;HexCer 17:0;;2141_804.649_1088.13;;;;-838.2057843;C52H85NO5;null;PubChem:(71456337)
1348;683.46477;684.47205;1295.48;HexCer 19:3;;1348_684.47205_1295.48;;0.73829;0.80895;;;;
236;913.79917;914.80644;7.3;HexCer 22:0;;236_914.80644_7.3;;0.32978;0.61261;;;;
2275;643.50352;644.5108;1208.41;HexCer 28:1;;2275_644.5108_1208.41;;;;;;;
2302;643.50572;644.513;1224.56;HexCer 28:1;;2302_644.513_1224.56;;;;;;;
70;1015.78367;1016.79095;6.81;HexCer 28:3;;70_1016.79095_6.81;;0.19026;0.31157;;;;
515;156.06838;157.07566;388.15;Isonicoteine;;515_157.07566_388.15;;1.1858;0.324;;;;
375;364.09656;365.10384;67.58;Justicidin B;;375_365.10384_67.58;;;;;;;
2490;232.06984;233.07712;1330.68;Kifunensine;;2490_233.07712_1330.68;;0.96634;0.96698;;;;
2319;260.11139;261.11867;1236.39;L-Ala-Gly-Gly-Gly;;2319_261.11867_1236.39;;;;;;;
2328;260.11244;261.11972;1247.62;L-Ala-Gly-Gly-Gly;;2328_261.11972_1247.62;;0.075484;0.82026;;;;
2447;260.11278;261.12006;1311.86;L-Ala-Gly-Gly-Gly;;2447_261.12006_1311.86;;0.19288;1.3084;;;;
2480;260.11146;261.11873;1326.13;L-Ala-Gly-Gly-Gly;;2480_261.11873_1326.13;;0.23337;0.24497;;;;
2571;260.11152;261.1188;1361.82;L-Ala-Gly-Gly-Gly;;2571_261.1188_1361.82;;0.006243;0.24577;;;;
428;176.09217;177.09945;169.36;L-Canavanine;;428_177.09945_169.36;;;;-242.9366523;C7H14NO4;2-(3-ethoxypropylamino)oxyacetic acid;PubChem:(60058063)
41;392.19853;393.20581;6.43;Lincomycin B;;41_393.20581_6.43;;0.4854;0.32765;;;;
1508;628.36576;629.37303;1367.62;Lopinavir;;1508_629.37303_1367.62;;1.867;0.59527;;;;
2297;628.36803;629.37531;1218.61;Lopinavir;;2297_629.37531_1218.61;;0.17045;0.57784;;;;
2423;628.36803;629.37531;1302.88;Lopinavir;;2423_629.37531_1302.88;;1.5679;0.99523;;;;
1990;505.3119;506.31917;841.24;LPC 17:2-SN2;;1990_506.31917_841.24;;;;;;;
1996;505.31317;506.32045;856.48;LPC 17:2-SN2;;1996_506.32045_856.48;;;;;;;
2012;567.32743;568.33471;882.66;LPC 22:6-SN2;;2012_568.33471_882.66;;;;;;;
2251;791.57655;792.58383;1187.71;LPC 38:6-SN2;;2251_792.58383_1187.71;;0.68526;0.6389;;;;
1116;643.45442;644.46169;1165.56;LPE 30:3;;1116_644.46169_1165.56;;0.24764;0.79126;-68.97259172;C35H66NO7P;null;PubChem:(138126681)
2116;643.45349;644.46076;1046.17;LPE 30:3;;2116_644.46076_1046.17;;;;;;;
616;242.07822;243.0855;475.34;Lumichrome;;616_243.0855_475.34;;;;-280.9107441;C7H18N2O3S2;null;PubChem:(103834776)
37;352.25454;353.26182;6.34;Methanone, [1-[(1-methyl-2-piperidinyl)methyl]-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-;;37_353.26182_6.34;;0.53721;0.011422;;;;
472;170.09466;171.10194;339.85;Methyl 2-oxocycloheptane-1-carboxylate;;472_171.10194_339.85;;1.0521;1.2265;;;;
1582;266.10184;267.10912;15.53;MLS001074702-01!;;1582_267.10912_15.53;;1.1734;0.46274;;;;
1585;266.10194;267.10922;27.18;MLS001074702-01!;;1585_267.10922_27.18;;0.45136;2.6153;;;;
1593;266.10197;267.10925;42.94;MLS001074702-01!;;1593_267.10925_42.94;;0.90713;2.034;;;;
2014;544.32913;545.33641;883.88;MLS001141014-01!tert-butyl (2S)-2-[4-[[(2S)-1-[(4-methoxyphenyl)methylamino]-3-methyl-1-oxobutan-2-yl]carbamoyl]piperidine-1-carbonyl]pyrrolidine-1-carboxylate;;2014_545.33641_883.88;;1.4457;0.47403;;;;
1578;436.19657;437.20385;6.05;MLS001160489-01!2-[(8;;1578_437.20385_6.05;;;;;;;
1105;337.18907;338.19634;1151.02;N-(1,4-Dihydroxy-4-methylpentan-2-yl)-3-hydroxy-5-oxo-6-phenylhexanamide;;1105_338.19634_1151.02;;;;;;;
2550;258.13882;259.1461;1352.16;N-(3-Methoxypropyl)-N'-(1-naphthyl)urea;;2550_259.1461_1352.16;;0.72167;0.63059;;;;
1763;260.133;261.14028;101.9;N-(4-Aminophenyl)-N,N-diphenylamine;;1763_261.14028_101.9;;;;;;;
1727;226.09316;227.10043;89.11;N-(Tert-Butyl)-N'-(3-fluorophenyl)thiourea;;1727_227.10043_89.11;;;;;;;
1011;174.13588;175.14316;1078.55;N.epsilon.-Dimethyl-L-lysine;;1011_175.14316_1078.55;;0.69743;0.12468;;;;
409;251.148;252.15528;98.78;N-[2-(Diethylamino)ethyl]-N'-phenylthiourea;;409_252.15528_98.78;;;;;;;
2414;184.1045;185.11177;1299.51;N1,N1-Dimethyl-N2-(3-thienylmethyl)-1,2-ethanediamine;;2414_185.11177_1299.51;;0.19542;1.654;;;;
2456;184.10452;185.11179;1315.98;N1,N1-Dimethyl-N2-(3-thienylmethyl)-1,2-ethanediamine;;2456_185.11179_1315.98;;0.47497;1.6714;;;;
2502;184.1043;185.11158;1335.52;N1,N1-Dimethyl-N2-(3-thienylmethyl)-1,2-ethanediamine;;2502_185.11158_1335.52;;0.43984;0.095723;;;;
2545;184.10435;185.11163;1350.83;N1,N1-Dimethyl-N2-(3-thienylmethyl)-1,2-ethanediamine;;2545_185.11163_1350.83;;0.96489;2.498;;;;
959;172.12279;173.13007;1022.78;N1,N2-Diisopropylethanediamide;;959_173.13007_1022.78;;;;;;;
896;293.23352;294.24079;874.66;NAE 16:3;;896_294.24079_874.66;;;;;;;
1103;675.57376;676.58104;1150.94;NAGly 26:1/14:1;;1103_676.58104_1150.94;;;;;;;
3;552.44707;553.45435;6.04;NAOrn 17:1/10:0;;3_553.45435_6.04;;0.16118;0.015359;;;;
1650;215.11088;216.11816;71.25;N-Benzyl(4-fluorophenyl)methanamine;;1650_216.11816_71.25;;1.3061;0.29713;;;;
2383;238.0794;239.08668;1284.3;N-Butyl-1,2-benzisothiazol-3-amine 1,1-dioxide;;2383_239.08668_1284.3;;0.27613;0.13936;;;;
2428;238.0796;239.08688;1304.67;N-Butyl-1,2-benzisothiazol-3-amine 1,1-dioxide;;2428_239.08688_1304.67;;0.8077;0.21306;;;;
2469;238.07983;239.08711;1320.63;N-Butyl-1,2-benzisothiazol-3-amine 1,1-dioxide;;2469_239.08711_1320.63;;0.38575;0.21974;;;;
2499;238.07972;239.087;1333.66;N-Butyl-1,2-benzisothiazol-3-amine 1,1-dioxide;;2499_239.087_1333.66;;1.2306;0.029322;;;;
2579;238.07999;239.08726;1363.98;N-Butyl-1,2-benzisothiazol-3-amine 1,1-dioxide;;2579_239.08726_1363.98;;0.99792;0.57218;;;;
401;244.11987;245.12715;84.18;NCGC00380633-02_C14H16N2O2_Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(phenylmethyl)-;;401_245.12715_84.18;;0.16365;1.4029;-128.3712673;C14H16N2O2;Ambcb7309737;PubChem:(269823)
1527;244.11982;245.12709;2.97;NCGC00380633-02_C14H16N2O2_Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(phenylmethyl)-;;1527_245.12709_2.97;;0.59205;0.82573;-100.2339152;C14H16N2O2;null;PubChem:(86273229).PubMed
1599;244.11936;245.12664;52.14;NCGC00380633-02_C14H16N2O2_Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(phenylmethyl)-;;1599_245.12664_52.14;;0.75648;0.62411;-116.6874734;C14H16N2O2;null;PubChem:(86273229).PubMed
2483;244.11995;245.12723;1327.46;NCGC00380633-02_C14H16N2O2_Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(phenylmethyl)-;;2483_245.12723_1327.46;;1.1256;0.00052289;-190.3391313;C8H16BN3O5;null;PubChem:(87891784)
2570;244.12105;245.12832;1361.35;NCGC00380633-02_C14H16N2O2_Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(phenylmethyl)-;;2570_245.12832_1361.35;;1.5894;0.9465;-213.1574591;C8H16BN3O5;null;PubChem:(87891784)
2617;244.1209;245.12818;1377.32;NCGC00380633-02_C14H16N2O2_Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(phenylmethyl)-;;2617_245.12818_1377.32;;0.13022;0.76613;-221.3608672;C8H16BN3O5;null;PubChem:(87891784)
2436;244.12026;245.12754;1310.36;NCGC00380633-02_C14H16N2O2_Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(phenylmethyl)-;;2436_245.12754_1310.36;;0.11509;0.92356;-235.8416263;C8H16BN3O5;null;PubChem:(87891784)
2402;244.12039;245.12767;1294.23;NCGC00380633-02_C14H16N2O2_Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(phenylmethyl)-;;2402_245.12767_1294.23;;0.11822;0.49444;-238.3421741;C8H16BN3O5;null;PubChem:(87891784)
1584;244.11914;245.12642;24.31;NCGC00380633-02_C14H16N2O2_Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(phenylmethyl)-;;1584_245.12642_24.31;;1.2015;0.0498;;;;
1590;244.11913;245.12641;36.03;NCGC00380633-02_C14H16N2O2_Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(phenylmethyl)-;;1590_245.12641_36.03;;0.22757;1.3805;;;;
2536;244.12048;245.12775;1347.25;NCGC00380633-02_C14H16N2O2_Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(phenylmethyl)-;;2536_245.12775_1347.25;;0.009412;1.7882;;;;
27;480.25158;481.25886;6.25;NCGC00385192-01_C29H36O6_(2E,4aR,6R,7S,8E,10R)-10-Acetoxy-4a-hydroxy-1,1,3,6,9-pentamethyl-4-oxo-1a,4,4a,5,6,7,7a,10,11,11a-decahydro-1H-cyclopenta[a]cyclopropa[f][11]annulen-7-yl benzoate;;27_481.25886_6.25;;0.25128;0.0013849;;;;
1577;524.27883;525.2861;6.33;NCGC00386071-01![3-methyl-1-[3-methyl-1-oxo-1-(2,3,4,5,6-pentahydroxyhexoxy)pentan-2-yl]oxy-1-oxopentan-2-yl] 2-hydroxy-3-methylpentanoate [IIN-based: Match];;1577_525.2861_6.33;;0.64305;0.55462;;;;
2298;228.12909;229.13636;1220.36;N-Cyclohexyl-4-thiomorpholinecarboxamide;;2298_229.13636_1220.36;;0.93172;0.33588;;;;
2445;228.13;229.13728;1310.4;N-Cyclohexyl-4-thiomorpholinecarboxamide;;2445_229.13728_1310.4;;1.4042;0.68691;;;;
713;177.0901;178.09738;580.72;N-Nitrosonornicotine;;713_178.09738_580.72;;;;;;;
2188;823.60175;824.60903;1137.83;PC 19:0_20:4;;2188_824.60903_1137.83;;2.1792;0.8533;;;;
2274;821.59112;822.5984;1203.93;PC 19:1_20:4;very small peak. probably isotopic peak;2274_822.5984_1203.93;;0.64679;3.0421;;;;
2248;821.58713;822.59441;1186.7;PC 19:1_20:4;;2248_822.59441_1186.7;;1.2372;0.10217;;;;
2161;807.57485;808.58212;1110.35;PC 20:1_18:4;;2161_808.58212_1110.35;;0.89532;0.85462;-30.70099654;C46H82NO8P;null;COCONUT:(CNP0084956).HMDB:(8692).PubChem:(53479347 53479348 134783789 134783790).CHEBI:(88433).PubChem class - bio and metabolites
2108;807.57177;808.57905;1031.92;PC 20:1_18:4;;2108_808.57905_1031.92;;1.663;1.7657;;;;
2117;807.57474;808.58201;1048.88;PC 20:1_18:4;;2117_808.58201_1048.88;;0.17793;0.28453;;;;
2125;807.57551;808.58278;1066.44;PC 20:1_18:4;;2125_808.58278_1066.44;;1.7499;1.8871;;;;
2140;807.57358;808.58085;1087.74;PC 20:1_18:4;;2140_808.58085_1087.74;;0.065729;0.65455;;;;
2228;807.57878;808.58606;1164.9;PC 20:1_18:4;;2228_808.58606_1164.9;;1.5867;0.86391;;;;
1123;835.60195;836.60922;1177.3;PC 20:1_20:4;;1123_836.60922_1177.3;;2.5861;0.13202;;;;
2005;481.31225;482.31953;874.35;PC O-15:0;;2005_482.31953_874.35;;0.77215;1.9726;;;;
2002;493.31234;494.31962;864.05;PC O-16:1;;2002_494.31962_864.05;;1.5295;2.1406;-328.7097138;C22H39N9O4;null;PubChem:(44323300).PubMed
2095;509.34532;510.35259;1001.9;PC O-17:0;;2095_510.35259_1001.9;;;;-11.97101583;C25H52NO7P;Lysolecithin, heptadecanoyl;HMDB:(12108).SuperNatural:(SN00384722).additional.PubMed.Lipid:(LPC 17:0).COCONUT:(CNP0346773).Natural Products:(UNPD130814).PubChem:(4430870 5313983 24779463 24779464).CHEBI:(74340).PubChem class - bio and metabolites.Training Set.Biocyc:(CPD-20404)
2011;509.34311;510.35038;880.47;PC O-17:0;;2011_510.35038_880.47;;;;;;;
2016;507.32811;508.33538;887.03;PC O-17:1;;2016_508.33538_887.03;;1.3227;0.65877;;;;
1031;521.34411;522.35139;1084.15;PC O-18:1;;1031_522.35139_1084.15;;;;-21.70829925;C26H52NO7P;null;PubChem:(138194813).Lipid:(LPE(21:1))
931;537.37415;538.38143;963.85;PC O-19:0;;931_538.38143_963.85;;;;;;;
1034;537.37637;538.38365;1086.53;PC O-19:0;;1034_538.38365_1086.53;;;;;;;
2104;535.3595;536.36678;1020.65;PC O-19:1;;2104_536.36678_1020.65;;1.8527;0.46097;;;;
2096;547.35887;548.36615;1001.75;PC O-20:2;;2096_548.36615_1001.75;;;;;;;
2018;545.34337;546.35065;889.17;PC O-20:3;;2018_546.35065_889.17;;;;;;;
2069;571.35984;572.36712;964.71;PC O-22:4;;2069_572.36712_964.71;;;;;;;
2078;571.35932;572.3666;979.14;PC O-22:4;;2078_572.3666_979.14;;;;;;;
2039;569.34479;570.35206;922.83;PC O-22:5;Lyso-PC(C22:5);2039_570.35206_922.83;;0.50067;4.1524;;;;
2237;779.57518;780.58246;1174.94;PC O-37:5;;2237_780.58246_1174.94;;1.6352;0.80244;;;;
1338;693.43496;694.44223;1294.34;PE 17:2_16:4;;1338_694.44223_1294.34;;;;;;;
125;1063.79607;1064.80334;7.03;PE 30:5_30:5;;125_1064.80334_7.03;;;;;;;
244;951.79829;952.80556;7.31;PE O-28:2_24:1;;244_952.80556_7.31;;0.090723;0.74589;;;;
1621;249.03296;250.04023;68.16;Phaclofen;;1621_250.04023_68.16;;;;;;;
2431;242.11359;243.12087;1306.14;p-Methoxytodadiol;;2431_243.12087_1306.14;;0.06169;0.34333;;;;
2476;242.1134;243.12068;1323.84;p-Methoxytodadiol;;2476_243.12068_1323.84;;1.023;0.16654;;;;
2529;242.11343;243.12071;1344.68;p-Methoxytodadiol;;2529_243.12071_1344.68;;1.723;0.99503;;;;
2574;242.11358;243.12086;1362.74;p-Methoxytodadiol;;2574_243.12086_1362.74;;0.37469;0.81865;;;;
2610;242.11322;243.1205;1376.97;p-Methoxytodadiol;;2610_243.1205_1376.97;;0.39438;1.8178;;;;
1663;211.11361;212.12089;71.6;Pramipexole;;1663_212.12089_71.6;;;;;;;
1729;211.11567;212.12295;88.99;Pramipexole;;1729_212.12295_88.99;;;;;;;
1198;635.38505;636.39233;1221.93;PS 12:0_13:1;;1198_636.39233_1221.93;;;;;;;
2540;212.10654;213.11382;1347.72;Rabenzazole;;2540_213.11382_1347.72;;1.4059;1.6859;;;;
2622;212.10554;213.11281;1378.59;Rabenzazole;;2622_213.11281_1378.59;;0.75546;1.7729;;;;
1692;239.14338;240.15066;72.91;Rac-Anatalline;;1692_240.15066_72.91;;;;;;;
47;348.17273;349.18;6.54;Ser-Ser-Arg;;47_349.18_6.54;;0.16724;0.48013;;;;
2289;662.44013;663.44741;1211.39;SM 16:3;;2289_663.44741_1211.39;;0.88289;0.65172;;;;
2303;662.44186;663.44913;1227.24;SM 16:3;;2303_663.44913_1227.24;;0.60549;0.055324;;;;
2321;662.44154;663.44882;1242.63;SM 16:3;;2321_663.44882_1242.63;;1.9651;0.24881;;;;
1259;546.38467;547.39195;1258.17;SM 21:2;;1259_547.39195_1258.17;;0.84636;0.044997;;;;
239;996.80229;997.80956;7.3;SM 36:3;;239_997.80956_7.3;;0.56514;0.030248;;;;
64;936.79973;937.80701;6.78;SM 37:3;;64_937.80701_6.78;;0.041688;0.40829;;;;
1055;768.57969;769.58697;1123.1;SM 38:4;;1055_769.58697_1123.1;;1.6294;1.235;-288.18425;C39H76N8O7;null;PubChem:(44612085)
1119;768.57668;769.58396;1172.01;SM 38:4;;1119_769.58396_1172.01;;0.14686;1.9405;-379.450831;C39H76N8O7;null;PubChem:(44612085)
1191;766.56346;767.57073;1219.26;SM 38:5;;1191_767.57073_1219.26;;0.74961;0.96517;-230.5879759;C39H74N8O7;null;PubChem:(126575794)
1118;794.5935;795.60078;1171.38;SM 40:5;;1118_795.60078_1171.38;;0.051727;1.6967;-277.8707176;C37H74N14O5;N-[3-[[(2S)-1-[[(2S)-1-[[(2S)-1-amino-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-3-oxopropyl]hexadecanamide;PubChem:(11400137)
184;883.4888;884.49608;7.2;Solasodine base + O-Hex-Hex-dHex;;184_884.49608_7.2;;0.093273;0.42608;;;;
1148;283.28575;284.29303;1199.5;Stearamide;;1148_284.29303_1199.5;;0.47433;0.6935;;;;
2452;230.10943;231.1167;1313.92;Tert-Butyl 3-carbamothioylpyrrolidine-1-carboxylate;;2452_231.1167_1313.92;;0.88735;0.74408;;;;
2486;230.10931;231.11659;1329.92;Tert-Butyl 3-carbamothioylpyrrolidine-1-carboxylate;;2486_231.11659_1329.92;;0.22442;1.2473;;;;
1003;150.08803;151.09531;1062.17;Triethylene glycol;;1003_151.09531_1062.17;;0.95581;0.27019;;;;
1683;261.11237;262.11964;71.96;Trp-Gly;;1683_262.11964_71.96;;;;;;;
1739;261.1126;262.11988;89.18;Trp-Gly;;1739_262.11988_89.18;;;;;;;
830;176.04487;177.05215;715.31;Ureidosuccinic acid;;830_177.05215_715.31;;;;;;;
740;216.14799;217.15526;616.71;Val-Val;;740_217.15526_616.71;;;;;;;
640;218.0856;219.09288;491.36;;;640_219.09288_491.36;;;;-207.8342284;C9H10BN3O3;(2-acetamidoimidazo[1,2-a]pyridin-6-yl)boronic acid;PubChem:(59252031)
1202;633.3794;634.38668;1225.48;;;1202_634.38668_1225.48;;;;-450.5707644;C35H56NO7P;(2-benzoyloxy-3-octadecoxypropyl) 2-pyridin-1-ium-1-ylethyl phosphate;PubChem:(20159437 20159438)
467;333.14174;334.14902;324.25;;;467_334.14902_324.25;;;;-196.232358;C14H23NO8;(2R)-3-acetamido-4-propoxy-2-(1,2,3-trihydroxypropyl)-3,4-dihydro-2H-pyran-6-carboxylic acid;PubChem:(11847898 69637993)
1227;726.53483;727.5421;1242.97;;;1227_727.5421_1242.97;;0.10174;0.10677;-261.1204543;C36H70N8O7;(2S)-6-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2,6-diaminohexanoyl]amino]-4-methylpentanoyl]amino]-4-methylpentanoyl]amino]-4-methylpentanoyl]amino]-4-methylpentanoyl]amino]hexanoic acid;PubChem:(16064792 22244927)
2081;674.35584;675.36311;985.4;;;2081_675.36311_985.4;;;;-325.0862651;C27H50N10O8S;(2S)-N-[(2S)-1-[[(2S)-1-amino-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]-1-[(2S,3R)-2-[[(2R)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]-3-sulfanylpropanoyl]amino]-3-hydroxybutanoyl]pyrrolidine-2-carboxamide;PubChem:(5327018).PubChem class - bio and metabolites
1113;791.56984;792.57712;1160.68;;;1113_792.57712_1160.68;;0.12673;0.11005;-480.4460892;C45H73N7O5;(2S)-N-[(2S)-6-amino-1-[(2S)-2-[(3S,5R)-3,5-diamino-3-(4-aminocyclohexanecarbonyl)-2,6-dicyclohexyl-4-oxohexanoyl]pyrrolidin-1-yl]-1-oxohexan-2-yl]-2-(methylamino)-3-phenylpropanamide;PubChem:(18650081)
1241;751.45356;752.46084;1246.36;;;1241_752.46084_1246.36;;0.88119;0.27252;-262.4449551;C37H66FNO13;(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-(2-fluoroethyl)-7,12,13-trihydroxy-4-(5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl)oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione;PubChem:(9962126 59923996)
1372;639.4381;640.44538;1300.5;;;1372_640.44538_1300.5;;0.62703;1.6931;-216.0579931;C30H57N9O6;(3R,6S,9R,12S,15R,18S)-3,9,15-trimethyl-6,12,18-tris[4-(methylamino)butyl]-1,4,7,10,13,16-hexazacyclooctadecane-2,5,8,11,14,17-hexone;PubChem:(59409033)
2093;674.35512;675.3624;999.39;;;2093_675.3624_999.39;;;;-278.5702844;C28H50N8O11;(3S)-3-amino-4-[[(2S)-6-amino-1-[[(2S,3R)-1-[(2S)-2-[[(2S)-6-amino-1-[[(1S)-1-carboxy-2-hydroxyethyl]amino]-1-oxohexan-2-yl]carbamoyl]pyrrolidin-1-yl]-3-hydroxy-1-oxobutan-2-yl]amino]-1-oxohexan-2-yl]amino]-4-oxobutanoic acid;PubChem:(12003218)
